"x","y","group","sub_cor"
617.050490671519,130.484585595148,"1",-0.70200087218148
615.08072679377,147.964443146567,"1",-0.70200087218148
624.603933723657,132.293484453354,"1",-0.70200087218148
630.70117799716,110.271002551417,"1",-0.70200087218148
625.478012658591,129.435660566319,"1",-0.70200087218148
630.319604185991,114.426260447358,"1",-0.70200087218148
623.557275836633,140.599833359659,"1",-0.70200087218148
618.735137195687,136.889486934403,"1",-0.70200087218148
623.984081057188,128.65432869385,"1",-0.70200087218148
625.019942277133,134.262618968094,"1",-0.70200087218148
616.024545749023,117.821633524632,"1",-0.70200087218148
625.160152461836,129.64889715305,"1",-0.70200087218148
654.276794053014,104.44173973742,"1",-0.70200087218148
634.197497050686,120.328628461053,"1",-0.70200087218148
625.412381223052,136.262285634926,"1",-0.70200087218148
633.205175243231,101.141384107506,"1",-0.70200087218148
591.933334040402,145.000300330964,"1",-0.70200087218148
634.069513754386,128.100547641885,"1",-0.70200087218148
653.782033539176,115.055006270214,"1",-0.70200087218148
633.550106613906,117.775992996726,"1",-0.70200087218148
608.929940237521,87.8408853920783,"2",-0.702884150827439
596.211474038731,101.353295168431,"2",-0.702884150827439
595.482150944839,117.897615893747,"2",-0.702884150827439
611.964841854128,82.1372980234756,"2",-0.702884150827439
613.169996663994,103.736639098441,"2",-0.702884150827439
577.93481320092,119.010808893691,"2",-0.702884150827439
588.863892658585,119.789151302978,"2",-0.702884150827439
587.78962325493,120.711609968529,"2",-0.702884150827439
598.884057499019,109.885475933166,"2",-0.702884150827439
604.520445243946,107.160113970885,"2",-0.702884150827439
589.628172461379,120.851296152427,"2",-0.702884150827439
591.819303563894,89.7534677084088,"2",-0.702884150827439
598.978071939642,116.168621851511,"2",-0.702884150827439
598.431741401375,109.009110976432,"2",-0.702884150827439
594.619027638832,108.391047357202,"2",-0.702884150827439
576.423424890518,110.325642614552,"2",-0.702884150827439
594.030479081721,105.399526373742,"2",-0.702884150827439
620.456647671583,77.5794025521095,"2",-0.702884150827439
601.919405361554,96.7109940707845,"2",-0.702884150827439
599.816293013924,95.2775899892648,"2",-0.702884150827439
570.773054744431,77.8627308012141,"3",-0.682420571930474
566.373507559542,71.1116831223936,"3",-0.682420571930474
553.405680998715,72.8112615982182,"3",-0.682420571930474
559.925325790687,96.9991370071542,"3",-0.682420571930474
558.29421971303,82.5789564396224,"3",-0.682420571930474
549.324422888867,106.599476421738,"3",-0.682420571930474
561.220448055028,84.2018413119217,"3",-0.682420571930474
568.515281500371,66.5616191299832,"3",-0.682420571930474
565.623094677655,74.2676190726725,"3",-0.682420571930474
545.769948282299,77.5356283420807,"3",-0.682420571930474
586.803007551177,56.2262763547657,"3",-0.682420571930474
555.362835701249,78.7545263671479,"3",-0.682420571930474
562.859307336315,96.900611961857,"3",-0.682420571930474
587.914452321203,71.2348639909918,"3",-0.682420571930474
581.471069001758,65.913589184445,"3",-0.682420571930474
589.933217083569,70.9884661212754,"3",-0.682420571930474
551.868951165986,94.4404014486328,"3",-0.682420571930474
561.778199638285,90.8561251389608,"3",-0.682420571930474
550.962457377788,99.5580371191729,"3",-0.682420571930474
535.344970797834,94.7017770386111,"3",-0.682420571930474
517.766626892947,58.7976666070685,"4",-0.696627034601656
544.548264044473,15.4120850651418,"4",-0.696627034601656
550.832336432172,34.4946972983768,"4",-0.696627034601656
542.066005037603,56.343980949896,"4",-0.696627034601656
550.426571107192,45.7119868107297,"4",-0.696627034601656
544.077183806661,41.5692396635335,"4",-0.696627034601656
525.87726172188,68.5870622983672,"4",-0.696627034601656
544.85423959616,20.9897000891045,"4",-0.696627034601656
553.798319123872,12.7390524581032,"4",-0.696627034601656
530.013614672197,65.8373652345719,"4",-0.696627034601656
519.978538120171,60.9146544908795,"4",-0.696627034601656
544.73204993276,55.0796796241811,"4",-0.696627034601656
549.168245061201,29.6925457106739,"4",-0.696627034601656
537.62914714252,59.1009466988245,"4",-0.696627034601656
528.684811609644,64.0073126293121,"4",-0.696627034601656
556.009666208554,40.3908117485805,"4",-0.696627034601656
548.981902502858,37.7617847285751,"4",-0.696627034601656
524.910497181971,49.8229476641793,"4",-0.696627034601656
532.390231232712,74.9430575202592,"4",-0.696627034601656
539.980631424474,48.5095711214082,"4",-0.696627034601656
508.684228065837,37.3805690838514,"5",-0.702268803041736
518.682118231169,10,"5",-0.702268803041736
513.73569986502,22.413871908455,"5",-0.702268803041736
511.789689882274,34.2190447999471,"5",-0.702268803041736
512.824338313906,37.0806370393157,"5",-0.702268803041736
513.665306317423,37.8382479303725,"5",-0.702268803041736
515.829537270951,29.6290218406348,"5",-0.702268803041736
494.165331769717,66.2586259816987,"5",-0.702268803041736
486.704312691793,65.2076461910083,"5",-0.702268803041736
520.21880232056,32.6779920860708,"5",-0.702268803041736
521.962626086979,30.6323921410693,"5",-0.702268803041736
507.790570449173,16.7138166554417,"5",-0.702268803041736
523.526576952381,21.6226797434902,"5",-0.702268803041736
546.993017743639,22.7521699001391,"5",-0.702268803041736
501.985729857814,48.4162698220608,"5",-0.702268803041736
498.289291297624,43.7122488962024,"5",-0.702268803041736
527.998838543047,15.2054351557307,"5",-0.702268803041736
500.333727307538,35.5101068707992,"5",-0.702268803041736
526.070645365009,30.8183026710954,"5",-0.702268803041736
498.180070096479,32.8303086319139,"5",-0.702268803041736
